episode,path_length,accumulated_path_length
1,164.78956761894142,164.78956761894142
2,197.61677996373857,362.40634758268
3,145.0680400950519,507.4743876777319
4,168.00916638422183,675.4835540619538
5,190.84783996921564,866.3313940311695
6,158.53788787537528,1024.8692819065448
7,192.51210510861742,1217.381387015162
8,161.49718250695884,1378.8785695221209
9,154.57464685113453,1533.4532163732554
10,159.66997676413007,1693.1231931373854
11,169.5042948336316,1862.627487971017
12,164.94814556790269,2027.5756335389196
13,160.80550499359063,2188.3811385325102
14,178.85109270843833,2367.2322312409487
15,161.63565695274042,2528.8678881936894
16,163.41089807042175,2692.278786264111
17,154.64550301185716,2846.9242892759685
18,145.02783981159592,2991.9521290875646
19,158.2871327552395,3150.239261842804
20,175.78713219724952,3326.026394040053
21,154.26530734619936,3480.2917013862525
22,147.39474407436964,3627.686445460622
23,132.3626535689016,3760.049099029524
24,155.87291323454753,3915.9220122640713
25,163.52682888214355,4079.448841146215
26,171.7121119668008,4251.160953113015
27,171.195458985649,4422.356412098664
28,136.0489475581611,4558.405359656825
29,155.17119717206725,4713.576556828892
30,181.66358492194814,4895.24014175084
31,157.69962164528948,5052.93976339613
32,186.18906172854724,5239.128825124677
33,143.78447598291882,5382.9133011075955
34,167.02976634332953,5549.943067450925
35,154.72022799176327,5704.663295442688
36,149.95870170788274,5854.621997150571
37,152.13961338860125,6006.761610539172
38,137.53027489150782,6144.291885430679
39,157.5047976273308,6301.79668305801
40,155.64621425760194,6457.442897315612
41,185.47779458565807,6642.9206919012695
42,165.899107790892,6808.819799692162
43,151.89890407496847,6960.71870376713
44,132.97270890617372,7093.691412673304
45,155.1285578644229,7248.8199705377265
46,148.77951428460472,7397.599484822331
47,128.37148860942773,7525.9709734317585
48,173.85474631927065,7699.825719751029
49,133.19058048529592,7833.016300236325
50,184.30794489627135,8017.324245132597
51,120.41829372984009,8137.742538862437
52,148.2124023176248,8285.954941180062
53,176.47656948232574,8462.431510662387
54,178.254035650421,8640.685546312809
55,135.26509883251344,8775.950645145322
56,142.04772777910117,8917.998372924423
57,168.45525036452267,9086.453623288946
58,178.15798554259106,9264.611608831538
59,170.07658224272367,9434.688191074261
60,167.13565924890455,9601.823850323166
61,172.820436235439,9774.644286558605
62,158.21311868452102,9932.857405243127
63,152.4415431464362,10085.298948389564
64,172.13443929716448,10257.433387686728
65,148.14326824335498,10405.576655930083
66,159.20600806769014,10564.782663997772
67,164.79230298305663,10729.574966980828
68,171.14520485059012,10900.720171831419
69,142.6763716448698,11043.396543476289
70,173.16753715410007,11216.564080630389
71,158.86114404538213,11375.425224675771
72,159.1351491375122,11534.560373813283
73,162.36753734687085,11696.927911160154
74,154.81311381288455,11851.741024973038
75,164.33860171484815,12016.079626687886
76,151.81555089159855,12167.895177579485
77,162.60428195445036,12330.499459533936
78,157.88692349363666,12488.386383027573
79,145.5018509665829,12633.888233994156
80,213.6169820392277,12847.505216033383
81,157.86631516507708,13005.37153119846
82,170.5035737960998,13175.87510499456
83,137.42489650332126,13313.300001497882
84,159.8782971628598,13473.178298660743
85,151.07707701363137,13624.255375674375
86,160.37413806766563,13784.62951374204
87,148.27758254068277,13932.907096282723
88,142.30255695557943,14075.209653238302
89,161.71190004136088,14236.921553279662
90,138.1663129012734,14375.087866180937
91,148.9793106236557,14524.067176804592
92,142.35382475615805,14666.42100156075
93,181.6802329227876,14848.101234483538
94,168.90967112394148,15017.01090560748
95,149.885910850596,15166.896816458077
96,183.8346461944453,15350.731462652522
97,154.66042674981662,15505.391889402339
98,182.45160108513838,15687.843490487478
99,177.32022778092028,15865.163718268397
100,189.84398416835725,16055.007702436755
